elapsed_time_s,vib_x_raw_g,vib_y_raw_g,vib_z_raw_g,vib_x_corr_g,vib_y_corr_g,vib_z_corr_g,vib_x_rms_g,vib_y_rms_g,vib_z_rms_g,rpm,omega_z_dps
14.090000,-0.034334,0.559130,-0.445858,-0.034475,0.514400,-0.414648,0.311795,0.258857,0.430466,150.917927,907.063295
14.100000,0.073983,-0.471396,0.085693,0.074286,-0.433685,0.079694,0.308298,0.258494,0.430524,150.846904,907.813147
14.110000,0.076420,0.088217,0.177581,0.076733,0.081160,0.165150,0.308189,0.252838,0.426907,151.514815,908.555287
14.120000,0.355688,-0.401705,-0.492841,0.357145,-0.369569,-0.458342,0.308587,0.255270,0.424554,151.481835,909.288983
14.130000,-0.079923,0.201158,-0.349027,-0.080251,0.185066,-0.324595,0.308122,0.255193,0.425678,151.984705,910.013511
14.140000,0.422815,-0.085047,0.485007,0.424550,-0.078243,0.451056,0.310425,0.255295,0.424966,151.027881,910.728154
14.150000,-0.171953,-0.122390,-0.152269,-0.172659,-0.112599,-0.141610,0.309617,0.255156,0.424816,152.443891,911.432209
14.160000,0.307311,0.087705,-0.645126,0.308573,0.080689,-0.599967,0.307739,0.253363,0.428681,151.819039,912.124979
14.170000,-0.705410,-0.026727,0.593635,-0.708310,-0.024589,0.552080,0.314522,0.253155,0.432127,152.455592,912.805782
14.180000,0.177465,0.062504,0.492310,0.178195,0.057504,0.457848,0.312851,0.250894,0.434080,151.884433,913.473944
14.190000,-0.346850,-0.097499,-0.756489,-0.348278,-0.089699,-0.703535,0.312202,0.248525,0.439600,151.705813,914.128807
14.200000,0.289752,0.239920,0.162046,0.290946,0.220727,0.150703,0.313078,0.243725,0.439855,152.178112,914.769725
14.210000,-0.113349,0.036129,0.719660,-0.113816,0.033239,0.669284,0.309674,0.241586,0.442085,152.088826,915.396064
14.220000,-0.278390,0.176535,-0.367664,-0.279538,0.162413,-0.341927,0.310673,0.237597,0.440726,152.480531,916.007207
14.230000,0.325518,-0.363647,-0.266752,0.326862,-0.334555,-0.248079,0.311805,0.239087,0.437227,153.091035,916.602549
14.240000,-0.260730,0.176496,0.591624,-0.261807,0.162376,0.550211,0.309631,0.239342,0.438051,153.402971,917.181505
14.250000,0.400435,0.092146,-0.172293,0.402091,0.084774,-0.160233,0.309920,0.239487,0.438261,153.059047,917.743501
14.260000,-0.368819,-0.334138,-0.701935,-0.370345,-0.307407,-0.652799,0.308023,0.241203,0.437761,152.777740,918.287984
14.270000,0.270945,0.006745,0.053398,0.272066,0.006206,0.049660,0.308338,0.239757,0.435788,152.910074,918.814415
14.280000,-0.054395,-0.134761,0.149371,-0.054620,-0.123980,0.138915,0.304371,0.240064,0.434624,153.516494,919.322276
14.290000,0.040802,0.329055,-0.602384,0.040971,0.302730,-0.560217,0.304398,0.239766,0.435779,153.869971,919.811066
14.300000,0.108409,-0.264449,0.190575,0.108859,-0.243293,0.177235,0.301767,0.239947,0.435798,153.218514,920.280300
14.310000,-0.223711,0.204312,0.093775,-0.224640,0.187967,0.087211,0.302584,0.238384,0.434535,153.392161,920.729518
14.320000,0.220757,-0.283308,-0.539784,0.221674,-0.260643,-0.501999,0.303355,0.239457,0.434899,153.150572,921.158274
14.330000,-0.363113,0.247782,-0.273611,-0.364622,0.227959,-0.254458,0.305533,0.240028,0.435571,153.697770,921.566146
14.340000,0.178659,-0.320509,0.688269,0.179402,-0.294869,0.640090,0.304261,0.241193,0.432417,154.137214,921.952731
14.350000,-0.501020,0.018769,-0.364841,-0.503106,0.017268,-0.339302,0.305174,0.240991,0.433664,152.266743,922.317648
14.360000,0.315810,0.284348,-0.780610,0.317126,0.261600,-0.725967,0.304545,0.241752,0.437121,153.904492,922.660537
14.370000,-0.078483,-0.218611,0.622494,-0.078811,-0.201122,0.578919,0.302033,0.242065,0.440715,153.554828,922.981059
14.380000,0.118064,0.356522,0.100850,0.118556,0.328000,0.093791,0.301394,0.243537,0.438759,152.715874,923.278897
14.390000,-0.252836,-0.037400,-0.954400,-0.253892,-0.034408,-0.887592,0.299656,0.235878,0.442932,154.082456,923.553758
14.400000,0.253864,0.348395,-0.053121,0.254925,0.320524,-0.049403,0.300709,0.237758,0.442642,153.922807,923.805370
14.410000,0.014257,-0.275786,0.555137,0.014317,-0.253723,0.516278,0.299407,0.237751,0.439965,154.190253,924.033486
14.420000,-0.418876,0.273241,-0.400022,-0.420629,0.251382,-0.372020,0.302340,0.239024,0.439239,153.356634,924.237879
14.430000,0.087214,0.290538,-0.087467,0.087579,0.267295,-0.081344,0.300316,0.240453,0.438866,155.138296,924.418349
14.440000,-0.079957,-0.261403,0.650654,-0.080292,-0.240491,0.605108,0.300364,0.241355,0.431511,154.151118,924.574717
14.450000,0.041669,0.064695,-0.166058,0.041844,0.059519,-0.154434,0.295022,0.241252,0.431631,153.946259,924.706828
14.460000,-0.582850,-0.464725,-0.821391,-0.585296,-0.427547,-0.763894,0.296048,0.243535,0.436994,154.897848,924.814552
14.470000,0.231564,0.199633,0.720222,0.232537,0.183663,0.669806,0.291376,0.241112,0.438515,154.475772,924.897784
14.480000,-0.075303,-0.171418,0.509714,-0.075619,-0.157704,0.474034,0.290224,0.239215,0.438415,154.575845,924.956440
14.490000,0.302050,0.273488,-0.681355,0.303320,0.251609,-0.633660,0.291322,0.238220,0.437502,154.746688,924.990463
14.500000,-0.076555,-0.409280,0.159999,-0.076877,-0.376538,0.148799,0.291016,0.241174,0.437519,153.130837,924.999820
14.510000,0.003463,0.470752,0.413272,0.003477,0.433092,0.384343,0.291007,0.244716,0.433985,154.998749,924.984500
14.520000,-0.097586,-0.237347,-0.601544,-0.097997,-0.218360,-0.559436,0.290618,0.244482,0.436011,153.983764,924.944520
14.530000,-0.086840,0.032459,-0.182387,-0.087206,0.029862,-0.169620,0.290418,0.243299,0.435961,154.289397,924.879919
14.540000,0.341607,-0.045733,0.571995,0.343048,-0.042075,0.531955,0.292387,0.242838,0.437681,154.593203,924.790760
14.550000,-0.517541,-0.127605,-0.103590,-0.519726,-0.117397,-0.096338,0.292291,0.243049,0.437787,153.756703,924.677131
14.560000,0.566346,0.270887,-0.339052,0.568738,0.249216,-0.315318,0.296644,0.244012,0.437251,154.248811,924.539145
14.570000,-0.492406,-0.073385,0.744053,-0.494488,-0.067514,0.691969,0.299680,0.240462,0.442085,154.444257,924.376938
14.580000,0.080442,0.257397,0.000779,0.080782,0.236806,0.000725,0.295055,0.234666,0.442074,154.010856,924.190669
14.590000,-0.166017,-0.284198,-0.608668,-0.166720,-0.261462,-0.566061,0.294502,0.232621,0.436602,154.244074,923.980524
14.600000,0.048236,0.339595,-0.048460,0.048441,0.312428,-0.045068,0.294163,0.229665,0.436367,153.154821,923.746708
14.610000,-0.123983,-0.158615,0.364870,-0.124508,-0.145925,0.339329,0.294275,0.230118,0.435897,153.318858,923.489454
14.620000,0.007253,0.122300,-0.495843,0.007284,0.112516,-0.461134,0.293038,0.230043,0.436156,153.293076,923.209014
14.630000,0.031622,-0.205483,-0.448865,0.031756,-0.189044,-0.417444,0.292290,0.230234,0.435079,154.003160,922.905666
14.640000,-0.442220,0.111741,0.736839,-0.444098,0.102802,0.685260,0.293409,0.230463,0.438941,155.634730,922.579709
14.650000,0.610176,-0.156108,-0.003678,0.612770,-0.143619,-0.003421,0.295893,0.230708,0.438940,153.836658,922.231465
14.660000,-0.167262,-0.322617,-0.600873,-0.167973,-0.296807,-0.558812,0.295169,0.229671,0.440458,153.569611,921.861278
14.670000,0.748005,0.278069,0.579047,0.751189,0.255824,0.538513,0.301432,0.231002,0.443586,153.546003,921.469512
14.680000,-0.072540,-0.463121,0.016479,-0.072849,-0.426072,0.015325,0.299986,0.232199,0.443054,154.001068,921.056556
14.690000,0.097816,0.356359,-0.228616,0.098232,0.327850,-0.212613,0.300105,0.234096,0.438460,153.794087,920.622815
14.700000,-0.217529,-0.415572,0.562657,-0.218456,-0.382326,0.523271,0.300616,0.236390,0.440926,152.788068,920.168719
14.710000,0.028184,0.213150,0.607087,0.028304,0.196098,0.564591,0.300346,0.236771,0.443778,153.790964,919.694715
14.720000,0.318975,0.066008,-0.528902,0.320337,0.060728,-0.491879,0.301764,0.236714,0.445858,153.188246,919.201272
14.730000,-0.267525,0.247000,-0.340977,-0.268669,0.227240,-0.317109,0.300588,0.236384,0.444778,153.524322,918.688877
14.740000,0.404606,-0.125789,0.482583,0.406337,-0.115726,0.448802,0.303285,0.235492,0.444021,152.026840,918.158034
14.750000,0.040890,-0.058573,0.186748,0.041065,-0.053888,0.173676,0.302241,0.235535,0.441067,152.157519,917.609269
14.760000,0.363626,0.211127,-0.466177,0.365183,0.194237,-0.433545,0.302535,0.236331,0.441026,153.138942,917.043123
14.770000,-0.496299,0.049879,0.659229,-0.498426,0.045889,0.613083,0.306181,0.236358,0.443263,151.843014,916.460154
14.780000,0.267088,0.257383,0.422832,0.268233,0.236792,0.393234,0.302754,0.237467,0.444133,152.838373,915.860939
14.790000,-0.361863,-0.100866,-0.803790,-0.363416,-0.092797,-0.747524,0.304852,0.235577,0.448947,152.710084,915.246068
14.800000,0.245136,0.277960,0.467208,0.246188,0.255723,0.434504,0.305721,0.232360,0.450947,152.508869,914.616149
14.810000,-0.353993,-0.630695,0.937128,-0.355514,-0.580239,0.871529,0.307765,0.237389,0.456416,152.506389,913.971802
14.820000,0.137915,0.254387,-0.178387,0.138508,0.234036,-0.165900,0.308073,0.238069,0.455922,152.351700,913.313665
14.830000,0.067240,-0.174922,0.105022,0.067529,-0.160928,0.097670,0.307560,0.237778,0.456010,152.330765,912.642387
14.840000,-0.213493,-0.000308,0.451495,-0.214412,-0.000283,0.419890,0.307497,0.237241,0.457641,151.789965,911.958631
14.850000,0.375082,0.073900,0.076643,0.376698,0.067988,0.071278,0.306949,0.237338,0.454810,151.866236,911.263070
14.860000,-0.320957,-0.098118,-0.398820,-0.322341,-0.090268,-0.370903,0.304264,0.235934,0.452413,153.224086,910.556393
14.870000,0.238826,0.216420,0.352573,0.239856,0.199107,0.327893,0.302834,0.235645,0.452962,152.208329,909.839295
14.880000,-0.010836,-0.392547,0.402211,-0.010883,-0.361143,0.374056,0.301226,0.236557,0.454463,151.824819,909.112486
14.890000,0.351032,0.164001,-0.889154,0.352548,0.150881,-0.826913,0.302891,0.236759,0.458270,151.592256,908.376683
14.900000,-0.067977,-0.232765,0.305468,-0.068271,-0.214144,0.284085,0.302865,0.237655,0.459119,150.908315,907.632611
14.910000,-0.080248,0.125641,0.537823,-0.080595,0.115590,0.500175,0.302306,0.236666,0.454867,151.260238,906.881006
14.920000,0.211072,-0.165237,-0.491252,0.211986,-0.152018,-0.456864,0.303006,0.236493,0.454564,150.896977,906.122609
14.930000,-0.129175,-0.100677,-0.326093,-0.129735,-0.092623,-0.303267,0.302580,0.236056,0.454063,151.366070,905.358168
14.940000,0.006382,-0.188039,0.466083,0.006409,-0.172996,0.433457,0.300969,0.235751,0.453945,150.307181,904.588439
14.950000,-0.446200,0.036195,-0.118869,-0.448136,0.033299,-0.110548,0.303871,0.235656,0.453372,149.454175,903.814181
14.960000,0.371657,0.106215,-0.749179,0.373270,0.097718,-0.696737,0.302885,0.233186,0.457972,150.225829,903.036158
14.970000,-0.338249,-0.318625,0.735562,-0.339719,-0.293135,0.684073,0.296060,0.234116,0.460855,150.724226,902.255138
14.980000,0.349813,0.064978,0.297006,0.351334,0.059780,0.276215,0.297005,0.232630,0.461582,151.474723,901.471893
14.990000,-0.076533,-0.319178,-0.745829,-0.076866,-0.293643,-0.693621,0.296505,0.232552,0.462891,150.627224,900.687194
15.000000,0.592914,0.171155,-0.407780,0.595494,0.157463,-0.379236,0.302347,0.229191,0.463468,149.494352,899.901817
15.010000,0.307011,-0.120923,0.612078,0.308348,-0.111249,0.569233,0.303607,0.229193,0.462525,149.743234,899.116537
15.020000,-0.105483,0.006620,-0.564957,-0.105942,0.006090,-0.525410,0.303264,0.227792,0.462786,149.246551,898.332130
15.030000,0.405736,-0.189414,-0.384387,0.407505,-0.174261,-0.357480,0.304580,0.228056,0.463369,149.498186,897.549368
15.040000,-0.197948,0.042311,0.631098,-0.198812,0.038926,0.586921,0.300613,0.227914,0.464718,149.012854,896.769025
15.050000,0.422241,0.122740,-0.182130,0.424085,0.112921,-0.169381,0.301400,0.228127,0.464841,148.509957,895.991872
15.060000,-0.358533,-0.183871,-0.609727,-0.360099,-0.169161,-0.567046,0.300751,0.227253,0.462720,149.425405,895.218674
15.070000,0.116811,0.402265,0.331193,0.117321,0.370084,0.308009,0.297061,0.228553,0.461226,149.172868,894.450196
15.080000,-0.194614,-0.404828,0.054286,-0.195466,-0.372442,0.050486,0.297677,0.229039,0.456778,148.862487,893.687196
15.090000,0.535787,0.499630,-0.551662,0.538134,0.459659,-0.513046,0.302483,0.227872,0.457777,148.994855,892.930427
15.100000,0.011056,-0.461760,0.170076,0.011104,-0.424819,0.158170,0.302393,0.227705,0.457980,149.713430,892.180636
15.110000,-0.072722,-0.026154,0.781587,-0.073041,-0.024062,0.726876,0.302384,0.227573,0.463419,148.631626,891.438563
15.120000,0.245508,-0.354162,-0.698788,0.246585,-0.325829,-0.649873,0.301279,0.226903,0.465703,148.261618,890.704940
15.130000,-0.465109,0.074055,-0.632621,-0.467151,0.068131,-0.588337,0.304773,0.226250,0.468281,148.763168,889.980492
15.140000,0.195114,0.057359,0.537492,0.195971,0.052770,0.499868,0.302437,0.226176,0.468776,147.390060,889.265934
15.150000,-0.411441,0.223496,-0.363379,-0.413250,0.205616,-0.337942,0.304759,0.226830,0.469780,148.470479,888.561971
15.160000,0.431967,0.371645,-0.515708,0.433868,0.341914,-0.479608,0.306281,0.229250,0.468395,147.590936,887.869297
15.170000,-0.694198,-0.226598,0.443503,-0.697254,-0.208471,0.412458,0.306027,0.230183,0.466955,147.456417,887.188597
15.180000,0.648693,0.227163,0.229014,0.651550,0.208990,0.212983,0.312379,0.231058,0.465193,147.808403,886.520543
15.190000,-0.597909,-0.401745,-1.021473,-0.600545,-0.369605,-0.949970,0.316187,0.233824,0.469552,148.480474,885.865793
15.200000,0.053890,0.486789,-0.032249,0.054128,0.447846,-0.029991,0.314892,0.237049,0.469320,147.164768,885.224995
15.210000,0.230989,-0.135919,0.349884,0.232008,-0.125046,0.325392,0.315540,0.237355,0.465661,147.909372,884.598779
15.220000,-0.055908,0.121171,-0.598635,-0.056155,0.111477,-0.556731,0.314350,0.237061,0.467729,147.520205,883.987766
15.230000,0.341046,-0.157663,-0.232284,0.342554,-0.145050,-0.216024,0.314517,0.235136,0.467570,146.536637,883.392558
15.240000,-0.197998,-0.164529,0.922177,-0.198873,-0.151367,0.857625,0.314055,0.235063,0.472175,147.593743,882.813741
15.250000,0.765246,0.306081,0.020900,0.768633,0.281595,0.019437,0.320814,0.236591,0.471908,146.628877,882.251889
15.260000,-0.539689,-0.024371,-0.565067,-0.542079,-0.022421,-0.525513,0.323247,0.234597,0.470316,146.216166,881.707554
15.270000,0.356211,0.508697,0.143784,0.357789,0.468001,0.133719,0.324081,0.239218,0.470480,146.467821,881.181275
15.280000,-0.360988,-0.323287,0.488439,-0.362589,-0.297424,0.454248,0.326058,0.240741,0.472463,146.415387,880.673571
15.290000,-0.045755,0.399776,-0.782371,-0.045958,0.367794,-0.727605,0.326064,0.241646,0.474739,146.993516,880.184943
15.300000,0.078143,-0.349291,0.086798,0.078490,-0.321347,0.080722,0.325977,0.242556,0.474477,146.253367,879.715873
15.310000,0.263384,0.275651,0.429380,0.264554,0.253598,0.399324,0.326277,0.243152,0.476074,147.291208,879.266824
15.320000,0.245941,-0.102261,-0.380754,0.247035,-0.094080,-0.354101,0.326459,0.241934,0.474743,146.583640,878.838240
15.330000,-0.526177,0.294084,0.104427,-0.528518,0.270557,0.097117,0.328693,0.242373,0.474160,146.045816,878.430544
15.340000,0.385772,-0.111220,0.417847,0.387489,-0.102322,0.388597,0.330483,0.240790,0.471424,145.923461,878.044138
15.350000,-0.166348,-0.271715,0.107805,-0.167089,-0.249978,0.100259,0.327058,0.242078,0.470308,146.393826,877.679403
15.360000,0.260667,0.282563,-0.306957,0.261829,0.259958,-0.285470,0.326568,0.242060,0.465547,145.207968,877.336699
15.370000,-0.300818,-0.252700,0.537023,-0.302160,-0.232484,0.499431,0.327868,0.242341,0.464626,145.081023,877.016365
15.380000,0.431761,0.161727,0.491319,0.433688,0.148789,0.456926,0.330511,0.240572,0.466773,145.677385,876.718717
15.390000,-0.177970,-0.425610,-0.465020,-0.178765,-0.391562,-0.432469,0.330019,0.243713,0.460292,146.388840,876.444049
15.400000,0.316559,0.129105,0.147952,0.317974,0.118777,0.137595,0.330566,0.241888,0.460471,146.121686,876.192631
15.410000,-0.081296,-0.253342,0.191698,-0.081660,-0.233075,0.178279,0.330664,0.241680,0.457915,146.004985,875.964712
15.420000,-0.168801,-0.200123,-0.580802,-0.169557,-0.184114,-0.540146,0.328416,0.241073,0.459587,145.853126,875.760518
15.430000,0.208050,-0.356068,-0.370625,0.208981,-0.327583,-0.344681,0.328963,0.241816,0.460806,144.841252,875.580248
15.440000,-0.591639,-0.097729,0.763541,-0.594290,-0.089910,0.710093,0.334192,0.240785,0.462301,145.741417,875.424082
15.450000,0.403350,-0.104926,-0.037642,0.405158,-0.096532,-0.035007,0.336613,0.240905,0.462057,144.994478,875.292174
15.460000,-0.365520,-0.300205,-0.747650,-0.367160,-0.276188,-0.695314,0.333512,0.238684,0.460972,146.281621,875.184653
15.470000,0.260640,0.534046,0.473900,0.261810,0.491323,0.440727,0.333729,0.242995,0.458205,145.845897,875.101626
15.480000,-0.369390,-0.158354,0.532803,-0.371050,-0.145686,0.495507,0.335701,0.242920,0.458432,145.795596,875.043174
15.490000,0.201627,0.261717,-0.616632,0.202534,0.240780,-0.573467,0.334940,0.242810,0.457639,146.034312,875.009357
15.500000,-0.133242,-0.216374,0.136497,-0.133842,-0.199064,0.126942,0.335119,0.240698,0.457573,145.994763,875.000206
15.510000,0.062432,0.151732,0.492854,0.062713,0.139593,0.458354,0.335178,0.237180,0.458254,145.952166,875.015731
15.520000,-0.012195,0.071527,-0.565482,-0.012250,0.065805,-0.525898,0.335037,0.236265,0.457857,146.016611,875.055916
15.530000,0.069669,-0.067665,-0.389183,0.069983,-0.062252,-0.361940,0.334996,0.236328,0.458972,145.558911,875.120723
15.540000,0.368522,-0.336616,0.376387,0.370184,-0.309687,0.350040,0.335285,0.238311,0.457220,145.200634,875.210086
15.550000,-0.313624,0.050194,-0.312630,-0.315039,0.046179,-0.290746,0.332727,0.238067,0.458042,146.058043,875.323918
15.560000,0.306026,0.043260,-0.379111,0.307408,0.039799,-0.352573,0.329269,0.236792,0.458314,146.633498,875.462107
15.570000,-0.377787,-0.274129,0.580740,-0.379494,-0.252199,0.540088,0.327739,0.238036,0.456268,146.443165,875.624515
15.580000,0.379161,0.128611,0.426918,0.380875,0.118323,0.397034,0.329846,0.237150,0.457992,145.861396,875.810984
15.590000,-0.106498,-0.498783,-0.759589,-0.106980,-0.458880,-0.706418,0.329598,0.240130,0.459938,146.309635,876.021327
15.600000,-0.010878,0.145675,-0.197231,-0.010927,0.134021,-0.183425,0.329564,0.238465,0.460281,145.822516,876.255339
15.610000,0.243061,-0.415145,0.630632,0.244163,-0.381933,0.586488,0.330233,0.241063,0.462760,146.277717,876.512788
15.620000,-0.257757,0.094167,-0.023785,-0.258925,0.086633,-0.022120,0.331245,0.240956,0.460462,145.828326,876.793420
15.630000,0.534915,0.079574,-0.301302,0.537341,0.073208,-0.280211,0.335560,0.240325,0.459422,146.253055,877.096957
15.640000,-0.460398,-0.026009,0.683870,-0.462488,-0.023928,0.635999,0.335809,0.240117,0.458713,147.238489,877.423101
15.650000,0.270681,0.054384,-0.132779,0.271910,0.050033,-0.123484,0.331288,0.239740,0.458879,146.681481,877.771529
15.660000,-0.503647,-0.146310,-0.471915,-0.505936,-0.134605,-0.438881,0.334708,0.238276,0.457573,147.106264,878.141898
15.670000,0.488359,0.186873,0.401531,0.490580,0.171923,0.373424,0.329838,0.237521,0.455925,146.035572,878.533842
15.680000,-0.284378,-0.188013,0.145304,-0.285672,-0.172972,0.135133,0.330993,0.234308,0.456123,146.148113,878.946974
15.690000,0.507462,0.451821,-0.834518,0.509772,0.415675,-0.776102,0.334752,0.235697,0.462190,146.543695,879.380886
15.700000,-0.144669,-0.177821,-0.045096,-0.145328,-0.163595,-0.041939,0.334354,0.233150,0.459237,146.917565,879.835149
15.710000,0.241179,0.307398,0.720901,0.242278,0.282806,0.670438,0.335219,0.234039,0.460658,146.613945,880.309317
15.720000,0.005742,-0.312978,-0.523696,0.005768,-0.287940,-0.487037,0.333685,0.235726,0.460607,147.307147,880.802920
15.730000,-0.200240,0.277457,-0.400147,-0.201154,0.255260,-0.372137,0.333209,0.236012,0.461018,146.610647,881.315472
15.740000,0.116541,-0.301973,0.632674,0.117073,-0.277815,0.588387,0.330930,0.237360,0.462586,147.654482,881.846465
15.750000,0.087951,0.167437,-0.401207,0.088353,0.154042,-0.373122,0.331022,0.237798,0.463763,147.550078,882.395378
15.760000,0.407699,0.054763,-0.486579,0.409563,0.050382,-0.452519,0.331541,0.237057,0.463944,146.602378,882.961666
15.770000,-0.478212,-0.113287,0.596566,-0.480401,-0.104224,0.554807,0.331275,0.237242,0.463210,147.548946,883.544773
15.780000,0.294905,0.224555,0.377250,0.296256,0.206590,0.350843,0.331514,0.236959,0.462870,147.245349,884.144121
15.790000,-0.240877,-0.373825,-0.538906,-0.241981,-0.343919,-0.501183,0.330403,0.239262,0.459535,147.969241,884.759120
15.800000,0.037879,0.342449,0.225484,0.038053,0.315054,0.209700,0.329506,0.239969,0.457956,147.296078,885.389162
15.810000,-0.133920,-0.424725,0.546686,-0.134535,-0.390747,0.508418,0.327859,0.236104,0.452452,147.827829,886.033626
15.820000,-0.091908,-0.014313,-0.265527,-0.092330,-0.013168,-0.246940,0.327696,0.234945,0.452822,148.054835,886.691875
15.830000,-0.092576,-0.132498,-0.531160,-0.093001,-0.121898,-0.493979,0.327759,0.234710,0.455404,146.516929,887.363260
15.840000,-0.562404,0.249977,0.379917,-0.564989,0.229979,0.353323,0.331901,0.235834,0.454838,147.067708,888.047118
15.850000,0.522434,0.052584,-0.011896,0.524837,0.048377,-0.011063,0.333907,0.235785,0.454784,148.187742,888.742774
15.860000,-0.327763,-0.030406,-0.886773,-0.329272,-0.027974,-0.824699,0.333974,0.235629,0.460710,148.178382,889.449541
15.870000,0.407396,-0.071546,0.413667,0.409272,-0.065822,0.384710,0.335617,0.234879,0.461149,148.868986,890.166722
15.880000,-0.517380,0.000922,0.320091,-0.519765,0.000848,0.297684,0.339616,0.232086,0.460593,148.595260,890.893609
15.890000,0.379571,0.302011,-0.182597,0.381322,0.277851,-0.169815,0.339927,0.233256,0.453427,147.969457,891.629485
15.900000,0.019049,-0.429052,-0.331617,0.019136,-0.394728,-0.308404,0.339864,0.235601,0.453586,148.893070,892.373622
15.910000,0.130884,0.008788,0.417352,0.131488,0.008085,0.388137,0.340022,0.235318,0.452488,148.478972,893.125287
15.920000,0.364153,0.092610,-0.696526,0.365836,0.085201,-0.647769,0.341327,0.234981,0.454812,148.865816,893.883738
15.930000,-0.179868,0.120083,-0.184616,-0.180700,0.110477,-0.171693,0.341559,0.235058,0.454124,148.853505,894.648225
15.940000,0.395401,0.014563,0.599038,0.397231,0.013398,0.557105,0.343860,0.234425,0.455471,149.410615,895.417995
15.950000,-0.350938,-0.032967,0.133552,-0.352562,-0.030330,0.124203,0.342746,0.234421,0.455506,148.654447,896.192288
15.960000,0.306248,0.182911,-0.406537,0.307667,0.168278,-0.378080,0.342093,0.234821,0.451731,148.934926,896.970339
15.970000,-0.370670,-0.415218,0.148894,-0.372389,-0.382000,0.138471,0.342433,0.236095,0.446736,148.513079,897.751381
15.980000,0.476675,0.214233,0.472211,0.478886,0.197095,0.439156,0.343976,0.236841,0.448039,150.827733,898.534642
15.990000,-0.354036,-0.473203,-0.730472,-0.355679,-0.435347,-0.679339,0.345725,0.239011,0.447820,149.387104,899.319349
16.000000,0.067680,0.141013,-0.120441,0.067995,0.129732,-0.112010,0.340625,0.238845,0.446352,149.585522,900.104728
16.010000,0.113358,-0.481795,0.726369,0.113885,-0.443251,0.675523,0.339418,0.242668,0.447831,149.570872,900.890004
16.020000,-0.119643,-0.131975,-0.361218,-0.120199,-0.121417,-0.335933,0.339465,0.242971,0.446005,149.956841,901.674401
16.030000,0.330503,-0.247329,-0.493971,0.332041,-0.227543,-0.459393,0.338642,0.243411,0.446938,150.190227,902.457146
16.040000,-0.434076,-0.116728,0.547735,-0.436097,-0.107389,0.509393,0.340860,0.243617,0.445986,150.846839,903.237465
16.050000,0.368271,0.500186,-0.363587,0.369986,0.460171,-0.338136,0.340229,0.247667,0.446945,150.757052,904.014589
16.060000,-0.454060,-0.289895,-0.606466,-0.456177,-0.266703,-0.564013,0.341379,0.248524,0.446907,150.962081,904.787750
16.070000,0.365667,0.262528,0.078545,0.367372,0.241526,0.073047,0.343150,0.246937,0.445904,150.630487,905.556186
16.080000,-0.461510,-0.335232,0.355853,-0.463664,-0.308413,0.330943,0.345716,0.246053,0.447102,151.016543,906.319137
16.090000,0.500727,0.302674,-0.755475,0.503066,0.278460,-0.702592,0.345188,0.243320,0.449671,151.788059,907.075851
16.100000,-0.109643,-0.095385,-0.166447,-0.110155,-0.087754,-0.154796,0.345362,0.239743,0.449659,151.292809,907.825581
16.110000,-0.033106,0.031536,0.160793,-0.033261,0.029013,0.149538,0.345300,0.239749,0.443997,151.580742,908.567587
16.120000,0.342035,0.030463,-0.619393,0.343635,0.028026,-0.576035,0.346129,0.237541,0.442977,150.535256,909.301136
16.130000,-0.354472,0.507023,-0.319455,-0.356131,0.466461,-0.297093,0.344806,0.241982,0.440057,151.929163,910.025504
16.140000,0.215396,-0.160724,0.327751,0.216405,-0.147866,0.304808,0.344928,0.242376,0.438270,151.918891,910.739977
16.150000,-0.239136,-0.086374,-0.044980,-0.240257,-0.079464,-0.041831,0.343285,0.241633,0.436985,152.551078,911.443849
16.160000,0.460518,0.423142,-0.530509,0.462678,0.389291,-0.493374,0.343661,0.242348,0.437138,150.646353,912.136426
16.170000,-0.329040,-0.411362,0.597188,-0.330584,-0.378453,0.555385,0.338134,0.244398,0.438717,152.147158,912.817023
16.180000,0.425195,0.238752,-0.204041,0.427192,0.219652,-0.189758,0.334536,0.244492,0.438611,152.183151,913.484969
16.190000,-0.213468,-0.441986,-0.123497,-0.214471,-0.406627,-0.114852,0.329799,0.245079,0.428354,152.394699,914.139605
16.200000,0.018144,0.466033,0.307814,0.018229,0.428750,0.286267,0.329760,0.244737,0.429299,152.143849,914.780285
16.210000,0.237088,-0.282258,0.282825,0.238203,-0.259678,0.263027,0.329804,0.245793,0.428871,152.666805,915.406376
16.220000,0.150263,-0.065659,-0.346988,0.150970,-0.060406,-0.322699,0.330102,0.245614,0.426465,153.013942,916.017260
16.230000,0.391264,-0.031329,-0.318697,0.393107,-0.028823,-0.296389,0.330665,0.245202,0.426947,152.783848,916.612334
16.240000,-0.433809,-0.048663,0.036707,-0.435854,-0.044770,0.034137,0.332931,0.244776,0.418259,152.710777,917.191012
16.250000,0.283358,0.197080,-0.095068,0.284695,0.181314,-0.088413,0.325186,0.243826,0.418348,152.844325,917.752721
16.260000,-0.170498,-0.145887,-0.337676,-0.171303,-0.134216,-0.314039,0.321093,0.244184,0.416220,152.847082,918.296907
16.270000,0.284650,0.277703,0.603942,0.285994,0.255487,0.561666,0.320373,0.241016,0.419780,153.148389,918.823033
16.280000,-0.386894,-0.247629,0.323305,-0.388723,-0.227819,0.300674,0.320679,0.240256,0.418397,152.853746,919.330581
