# ICS Core 100 Hz CSV | Run: ICS_SIM_20260401_120000
# Generated: 2026-04-10T18:23:51.129714Z
# Temp compensation: LM95172 reference, per-component polynomial models
# vib_*_raw_g: T-compensated, NO kinematic correction applied
# vib_*_corr_g: T-compensated + Euler + Coriolis + R-matrix
elapsed_time_s,vib_x_raw_g,vib_y_raw_g,vib_z_raw_g,vib_x_corr_g,vib_y_corr_g,vib_z_corr_g,vib_magnitude_corr_g,vib_x_rms_g,vib_y_rms_g,vib_z_rms_g,rpm,omega_z_dps,rpm_source,drill_condition,condition_severity
23.66,-1.192628,4.673668,3.03114,-1.192628,4.671062,3.03114,5.694646,1.844454,2.415755,2.152978,148.013,888.0769,adxrs645,NORMAL,1.0
23.67,2.192107,-3.073166,1.781976,2.192107,-3.105363,1.781976,4.198101,1.849018,2.435557,2.143665,146.989,881.9362,adxrs645,NORMAL,1.0
23.68,0.386991,2.522922,0.664818,0.386991,2.484002,0.664818,2.600387,1.848766,2.442491,2.133066,154.973,929.8403,adxrs645,NORMAL,1.0
23.69,-0.013853,0.482097,-3.723476,-0.013853,0.487674,-3.723476,3.755302,1.845033,2.417013,2.146003,152.517,915.1017,adxrs645,NORMAL,1.0
23.7,-1.582514,0.76988,2.34961,-1.582514,0.764133,2.34961,2.934096,1.851422,2.418212,2.147023,149.856,899.1346,adxrs645,NORMAL,1.0
23.71,-1.135222,-0.084152,-3.301553,-1.135222,-0.087612,-3.301553,3.492371,1.846189,2.413158,2.170282,154.36,926.1581,adxrs645,NORMAL,1.0
23.72,3.009412,2.296775,1.344776,3.009412,2.326282,1.344776,4.034423,1.856451,2.405319,2.171175,150.061,900.3645,adxrs645,NORMAL,1.0
23.73,0.838931,3.201726,-1.660125,0.838931,3.195627,-1.660125,3.697547,1.856588,2.421643,2.161447,147.4,884.3972,adxrs645,NORMAL,1.0
23.74,-1.883178,2.189132,2.050535,-1.883178,2.168168,2.050535,3.52874,1.859281,2.424717,2.128532,154.36,926.1608,adxrs645,NORMAL,1.0
23.75,-2.461329,-1.095816,3.483392,-2.461329,-1.070412,3.483392,4.397493,1.874436,2.418547,2.143378,151.494,908.9652,adxrs645,NORMAL,1.0
23.76,0.848985,1.62337,-2.390312,0.848985,1.643757,-2.390312,3.022632,1.876262,2.42179,2.154734,146.581,879.4861,adxrs645,NORMAL,1.0
23.77,1.354219,-2.927567,-4.08305,1.354219,-2.923099,-4.08305,5.200934,1.879608,2.436368,2.192762,149.447,896.6835,adxrs645,NORMAL,1.0
23.78,1.49897,2.958337,-0.523397,1.49897,2.975837,-0.523397,3.372901,1.861333,2.452279,2.192602,147.605,885.6293,adxrs645,NORMAL,1.0
23.79,-1.127195,3.528419,-0.401717,-1.127195,3.511521,-0.401717,3.709815,1.840668,2.46073,2.190211,145.967,875.8033,adxrs645,NORMAL,1.0
23.8,-0.135642,3.493623,-0.729234,-0.135642,3.441395,-0.729234,3.520423,1.818618,2.479173,2.188341,153.133,918.7961,adxrs645,NORMAL,1.0
23.81,-1.348884,1.681926,-1.468151,-1.348884,1.690737,-1.468151,2.614106,1.819898,2.48422,2.184017,155.999,935.9939,adxrs645,NORMAL,1.0
23.82,-0.298233,-2.720699,0.382372,-0.298233,-2.697622,0.382372,2.740861,1.805242,2.489624,2.180622,145.968,875.8054,adxrs645,NORMAL,1.0
23.83,0.140449,1.996517,1.768069,0.140449,1.997611,1.768069,2.671375,1.805274,2.490132,2.187039,151.7,910.2002,adxrs645,NORMAL,1.0
23.84,1.137504,0.813151,-0.151086,1.137504,0.827331,-0.151086,1.414645,1.802685,2.479494,2.186113,148.015,888.0905,adxrs645,NORMAL,1.0
23.85,1.257222,-2.294209,-4.844792,1.257222,-2.288839,-4.844792,5.503762,1.801559,2.488564,2.234007,148.629,891.7763,adxrs645,NORMAL,1.0
23.86,2.396507,1.390486,-0.261915,2.396507,1.400169,-0.261915,2.787888,1.769031,2.492499,2.233924,148.22,889.3204,adxrs645,NORMAL,1.0
23.87,2.21635,-1.508763,-1.455126,2.21635,-1.513604,-1.455126,3.052966,1.776657,2.4844,2.227229,146.992,881.9508,adxrs645,NORMAL,1.0
23.88,-1.741111,1.170772,-3.264996,-1.741111,1.1668,-3.264996,3.879831,1.78077,2.458602,2.250112,150.268,901.6058,adxrs645,NORMAL,1.0
23.89,-1.581947,0.597571,-2.4837,-1.581947,0.593983,-2.4837,3.00402,1.774954,2.404629,2.250793,147.402,884.4091,adxrs645,NORMAL,1.0
23.9,-1.361982,-4.561665,1.24956,-1.361982,-4.574213,1.24956,4.93354,1.779144,2.411999,2.250857,150.677,904.0642,adxrs645,NORMAL,1.0
23.91,-1.418772,-2.267446,-2.671195,-1.418772,-2.266616,-2.671195,3.779649,1.783626,2.414328,2.266649,149.859,899.1514,adxrs645,NORMAL,1.0
23.92,-0.862643,-3.259365,4.006519,-0.862643,-3.246215,4.006519,5.228218,1.777963,2.396934,2.286782,149.244,895.467,adxrs645,NORMAL,1.0
23.93,-4.919035,-0.929496,0.220518,-4.919035,-0.919105,0.220518,5.009021,1.843463,2.398695,2.286856,146.993,881.9553,adxrs645,NORMAL,1.0
23.94,-1.5994,0.437571,-1.649365,-1.5994,0.417521,-1.649365,2.335125,1.841294,2.396994,2.288299,148.221,889.3265,adxrs645,NORMAL,1.0
23.95,3.156213,-2.307971,-4.850003,3.156213,-2.330553,-4.850003,6.238244,1.846068,2.408127,2.338276,152.521,915.1241,adxrs645,NORMAL,1.0
23.96,-2.67852,0.797254,-0.243252,-2.67852,0.810986,-0.243252,2.809153,1.840913,2.40925,2.334335,151.292,907.7544,adxrs645,NORMAL,1.0
23.97,1.551503,1.035001,-1.312522,1.551503,1.046563,-1.312522,2.285863,1.839069,2.408737,2.331886,147.198,883.1867,adxrs645,NORMAL,1.0
23.98,-1.008895,-0.794867,3.887081,-1.008895,-0.813485,3.887081,4.097441,1.840434,2.409143,2.350493,150.064,900.3855,adxrs645,NORMAL,1.0
23.99,1.425063,3.902268,1.734403,1.425063,3.916844,1.734403,4.514491,1.845468,2.43625,2.354691,152.521,915.1276,adxrs645,NORMAL,1.0
24.0,-0.131165,-2.102815,0.41571,-0.131165,-2.092704,0.41571,2.137623,1.844225,2.430737,2.353882,144.946,869.6761,adxrs645,NORMAL,0.9641
24.01,-0.125567,-0.193185,-0.43135,-0.125567,-0.200576,-0.43135,0.491996,1.844115,2.41476,2.348986,151.703,910.2155,adxrs645,NORMAL,0.9641
24.02,-4.234065,2.601011,-0.104081,-4.234065,2.597734,-0.104081,4.968537,1.890842,2.419011,2.333162,147.608,885.6473,adxrs645,NORMAL,0.9641
24.03,-2.917522,0.993848,-1.76554,-2.917522,0.991482,-1.76554,3.551352,1.90541,2.415623,2.339515,151.703,910.2171,adxrs645,NORMAL,0.9641
24.04,1.159676,1.818825,2.103473,1.159676,1.849735,2.103473,3.031661,1.908925,2.403344,2.302301,147.813,886.8772,adxrs645,NORMAL,0.9641
24.05,-0.331969,-0.853618,-1.290477,-0.331969,-0.827138,-1.290477,1.56834,1.908785,2.394599,2.270216,144.537,867.2224,adxrs645,NORMAL,0.9641
24.06,-1.490639,-0.035546,-0.431877,-1.490639,-0.048467,-0.431877,1.552698,1.898702,2.394598,2.265702,144.947,869.68,adxrs645,NORMAL,0.9641
24.07,-1.702627,-2.359663,-0.224367,-1.702627,-2.391871,-0.224367,2.944542,1.897346,2.406074,2.264825,150.065,900.3926,adxrs645,NORMAL,0.9641
24.08,-0.895773,-2.354701,1.713512,-0.895773,-2.356191,1.713512,3.047978,1.898312,2.417517,2.26966,150.885,905.3073,adxrs645,NORMAL,0.9641
24.09,3.655962,1.985892,-1.485802,3.655962,1.979752,-1.485802,4.415097,1.925222,2.416674,2.270879,147.199,883.1954,adxrs645,NORMAL,0.9641
24.1,-0.103629,3.178056,-2.421457,-0.103629,3.185379,-2.421457,4.002603,1.923626,2.435895,2.282808,152.113,912.6798,adxrs645,NORMAL,0.9641
24.11,1.614588,-2.98757,3.474372,1.614588,-2.973369,3.474372,4.849647,1.92159,2.449062,2.306436,144.947,869.6834,adxrs645,NORMAL,0.9641
24.12,-0.8878,4.598835,3.565242,-0.8878,4.597822,3.565242,5.8855,1.92329,2.490126,2.332323,149.657,897.9395,adxrs645,NORMAL,0.9641
24.13,-0.219584,-1.484252,0.401854,-0.219584,-1.476484,0.401854,1.545868,1.922966,2.481133,2.332655,146.585,879.5127,adxrs645,NORMAL,0.9641
24.14,-0.371702,-0.828508,-3.420999,-0.371702,-0.839677,-3.420999,3.542097,1.914518,2.476045,2.356301,147.814,886.8845,adxrs645,NORMAL,0.9641
24.15,-1.061632,-2.291151,1.138165,-1.061632,-2.295189,1.138165,2.773152,1.904878,2.455511,2.358148,149.862,899.1703,adxrs645,NORMAL,0.9641
24.16,2.04481,1.528203,0.706399,2.04481,1.531892,0.706399,2.650838,1.910514,2.416034,2.344913,147.61,885.6574,adxrs645,NORMAL,0.9641
24.17,-1.759764,0.423794,1.635676,-1.759764,0.402598,1.635676,2.43604,1.918509,2.407872,2.312737,148.633,891.8007,adxrs645,NORMAL,0.9641
24.18,-1.209566,0.245502,-0.300128,-1.209566,0.236108,-0.300128,1.268414,1.918365,2.399706,2.312924,152.729,916.372,adxrs645,NORMAL,0.9641
24.19,3.42996,1.756999,1.256879,3.42996,1.754661,1.256879,4.052555,1.937788,2.403626,2.315743,148.634,891.8022,adxrs645,NORMAL,0.9641
24.2,-3.542091,0.356619,-0.319843,-3.542091,0.364714,-0.319843,3.575154,1.965503,2.399987,2.311318,152.319,913.9166,adxrs645,NORMAL,0.9641
24.21,-0.337681,-3.22586,-2.244441,-0.337681,-3.218621,-2.244441,3.938409,1.965792,2.392494,2.295138,146.586,879.5184,adxrs645,NORMAL,0.9641
24.22,-0.140345,2.299324,-1.218469,-0.140345,2.270569,-1.218469,2.580668,1.965354,2.337158,2.294432,151.501,909.0041,adxrs645,NORMAL,0.9641
24.23,-0.825229,3.675085,-0.61246,-0.825229,3.702522,-0.61246,3.842496,1.96661,2.364523,2.257201,153.753,922.5189,adxrs645,NORMAL,0.9641
24.24,-0.265746,-0.237797,-2.77633,-0.265746,-0.198245,-2.77633,2.796056,1.955385,2.304962,2.233073,142.492,854.9495,adxrs645,NORMAL,0.9641
24.25,1.179867,-1.347166,-0.062049,1.179867,-1.370734,-0.062049,1.809654,1.958045,2.308903,2.225783,147.611,885.664,adxrs645,NORMAL,0.9641
24.26,0.916944,4.008382,-2.71916,0.916944,3.989718,-2.71916,4.914516,1.911526,2.341756,2.198447,151.706,910.236,adxrs645,NORMAL,0.9641
24.27,1.784872,1.792591,-1.316942,1.784872,1.787059,-1.316942,2.848453,1.91952,2.346652,2.201349,149.454,896.7226,adxrs645,NORMAL,0.9641
24.28,1.237077,3.391231,-1.578519,1.237077,3.394258,-1.578519,3.94247,1.906986,2.369506,2.200547,151.092,906.5519,adxrs645,NORMAL,0.9641
24.29,0.498278,0.835317,1.10229,0.498278,0.841223,1.10229,1.473425,1.890692,2.370267,2.199393,148.225,889.3527,adxrs645,NORMAL,0.9641
24.3,1.587468,0.343178,1.059499,1.587468,0.341228,1.059499,1.938822,1.897258,2.36954,2.189543,150.068,900.4106,adxrs645,NORMAL,0.9641
24.31,-1.880888,0.338432,-0.982962,-1.880888,0.322956,-0.982962,2.146684,1.897937,2.342729,2.173819,149.25,895.4971,adxrs645,NORMAL,0.9641
24.32,-2.537863,-1.050666,0.556048,-2.537863,-1.063004,0.556048,2.807118,1.903832,2.336646,2.172984,153.345,920.0696,adxrs645,NORMAL,0.9641
24.33,0.899317,-2.617608,-1.935001,0.899317,-2.613032,-1.935001,3.373564,1.904986,2.345083,2.181063,150.478,902.8702,adxrs645,NORMAL,0.9641
24.34,1.495426,1.048632,1.830656,1.495426,1.059791,1.830656,2.590513,1.823908,2.314351,2.187768,151.093,906.5568,adxrs645,NORMAL,0.9641
24.35,2.822733,1.110015,-0.856021,2.822733,1.125917,-0.856021,3.157259,1.843267,2.225273,2.178118,148.431,890.5858,adxrs645,NORMAL,0.9641
24.36,0.237012,3.425496,5.704937,0.237012,3.431628,5.704937,6.661723,1.843384,2.251573,2.251591,148.636,891.8151,adxrs645,NORMAL,0.9641
24.37,0.955693,1.105224,1.497646,0.955693,1.096982,1.497646,2.08798,1.810728,2.251886,2.247684,148.636,891.8159,adxrs645,NORMAL,0.9641
24.38,0.049102,2.401873,2.080327,0.049102,2.396393,2.080327,3.173779,1.786375,2.244702,2.257257,151.093,906.5601,adxrs645,NORMAL,0.9641
24.39,0.731343,-0.656312,-3.138332,0.731343,-0.657829,-3.138332,3.28888,1.72852,2.2007,2.272391,149.046,894.2747,adxrs645,NORMAL,0.9641
24.4,1.511532,0.43929,-1.522582,1.511532,0.40574,-1.522582,2.183486,1.729136,2.18061,2.277471,150.889,905.3331,adxrs645,NORMAL,0.9641
24.41,-2.33192,1.365059,-3.304618,-2.33192,1.342885,-3.304618,4.261653,1.724328,2.183418,2.297927,156.418,938.5069,adxrs645,NORMAL,0.9641
24.42,0.618404,1.740931,1.134876,0.618404,1.76398,1.134876,2.186777,1.718942,2.18447,2.2699,152.527,915.1638,adxrs645,NORMAL,0.9641
24.43,-0.806423,-2.578504,1.211511,-0.806423,-2.574684,1.211511,2.957546,1.71944,2.19894,2.267475,149.046,894.2778,adxrs645,NORMAL,0.9641
24.44,2.47771,-1.182041,1.046187,2.47771,-1.177609,1.046187,2.936037,1.736635,2.162047,2.269597,153.961,923.766,adxrs645,NORMAL,0.9641
24.45,3.264059,0.69934,-0.819113,3.264059,0.745139,-0.819113,3.446775,1.755173,2.162275,2.263339,148.432,890.5934,adxrs645,NORMAL,0.9641
24.46,2.148221,-1.522254,-2.679343,2.148221,-1.495567,-2.679343,3.745724,1.76207,2.167347,2.272679,144.132,864.7925,adxrs645,NORMAL,0.9641
24.47,1.67657,-0.838289,-0.653276,1.67657,-0.827377,-0.653276,1.980457,1.768532,2.162798,2.262804,146.999,881.9943,adxrs645,NORMAL,0.9641
24.48,-1.293973,-0.97587,2.895788,-1.293973,-0.981082,2.895788,3.320011,1.76414,2.161055,2.265904,144.337,866.0225,adxrs645,NORMAL,0.9641
24.49,3.431348,3.704782,2.249977,3.431348,3.678727,2.249977,5.51086,1.795451,2.179078,2.275572,149.252,895.5111,adxrs645,NORMAL,0.9641
24.5,0.96238,-2.956227,-0.38705,0.96238,-2.993346,-0.38705,3.167981,1.789428,2.192973,2.275472,149.662,897.9692,adxrs645,NORMAL,0.9641
24.51,4.451574,-0.899129,3.125217,4.451574,-0.920146,3.125217,5.516354,1.820972,2.165883,2.258988,154.986,929.9156,adxrs645,NORMAL,0.9641
24.52,0.113596,-5.527786,1.321986,0.113596,-5.512442,1.321986,5.669882,1.819538,2.226352,2.258573,150.686,904.1142,adxrs645,NORMAL,0.9641
24.53,2.613625,-0.101131,2.545091,2.613625,-0.101639,2.545091,3.649501,1.794904,2.222625,2.189328,149.457,896.743,adxrs645,NORMAL,0.9641
24.54,-3.442533,-2.859918,0.422857,-3.442533,-2.833659,0.422857,4.478779,1.805402,2.224448,2.18198,152.324,913.9454,adxrs645,NORMAL,0.9641
24.55,0.984815,2.800121,1.318807,0.984815,2.819062,1.318807,3.264387,1.807913,2.23235,2.180462,143.519,861.1124,adxrs645,NORMAL,0.9641
24.56,-2.463802,0.439753,1.239978,-2.463802,0.408874,1.239978,2.788376,1.820134,2.218023,2.17145,150.686,904.1175,adxrs645,NORMAL,0.9641
24.57,-3.868699,-0.090066,-0.692692,-3.868699,-0.080918,-0.692692,3.931056,1.858979,2.217041,2.162551,152.325,913.948,adxrs645,NORMAL,0.9641
24.58,-1.351399,1.029561,-2.37314,-1.351399,1.029047,-2.37314,2.918392,1.854611,2.214275,2.172225,145.567,873.4015,adxrs645,NORMAL,0.9641
24.59,0.86052,1.154898,2.237098,0.86052,1.130923,2.237098,2.6503,1.849238,2.197083,2.181571,153.349,920.0932,adxrs645,NORMAL,0.9641
24.6,-2.31898,-3.107129,0.575717,-2.31898,-3.099488,0.575717,3.91356,1.863528,2.215443,2.181633,150.892,905.3495,adxrs645,NORMAL,0.9641
24.61,-0.590932,5.991763,0.94645,-0.590932,5.990581,0.94645,6.093606,1.863603,2.26631,2.175901,149.253,895.5206,adxrs645,NORMAL,0.9641
24.62,0.120061,-0.356762,-2.514398,0.120061,-0.389253,-2.514398,2.54718,1.863132,2.260958,2.112026,151.916,911.4948,adxrs645,NORMAL,0.9641
24.63,1.164011,-0.163378,-0.161662,1.164011,-0.171384,-0.161662,1.187615,1.866739,2.254033,2.089276,156.421,938.5277,adxrs645,NORMAL,0.9641
24.64,0.19496,0.45665,-3.590356,0.19496,0.479588,-3.590356,3.627488,1.86254,2.253989,2.11803,150.483,902.8954,adxrs645,NORMAL,0.9641
24.65,1.72789,-1.747339,-0.284944,1.72789,-1.729869,-0.284944,2.461553,1.868743,2.252555,2.118121,150.483,902.8962,adxrs645,NORMAL,0.9641
24.66,2.654559,3.673406,-3.510417,2.654559,3.694846,-3.510417,5.746442,1.883732,2.234354,2.125509,148.845,893.0671,adxrs645,NORMAL,0.9641
24.67,0.062437,0.563395,-3.112104,0.062437,0.556454,-3.112104,3.162077,1.870944,2.213369,2.140768,147.411,884.4666,adxrs645,NORMAL,0.9641
24.68,1.656866,0.240012,0.400822,1.656866,0.236936,0.400822,1.721047,1.877867,2.199513,2.140111,152.531,915.1862,adxrs645,NORMAL,0.9641
24.69,-1.894213,0.852371,1.730444,-1.894213,0.861966,1.730444,2.706559,1.887396,2.200661,2.114563,147.411,884.4681,adxrs645,NORMAL,0.9641
24.7,0.262799,-1.06099,-0.900239,0.262799,-1.061306,-0.900239,1.416285,1.880934,2.201894,2.103396,150.074,900.4428,adxrs645,NORMAL,0.9641
24.71,0.454999,0.10074,1.867971,0.454999,0.094206,1.867971,1.924894,1.878056,2.201896,2.085705,148.436,890.6135,adxrs645,NORMAL,0.9641
24.72,-0.991486,-2.515328,0.741947,-0.991486,-2.530099,0.741947,2.816901,1.856437,2.204143,2.082687,151.508,909.0458,adxrs645,NORMAL,0.9641
24.73,-0.985864,1.617917,0.015564,-0.985864,1.604064,0.015564,1.882867,1.857159,2.186745,2.076061,151.098,906.5891,adxrs645,NORMAL,0.9641
24.74,1.351881,-2.094088,0.296025,1.351881,-2.089267,0.296025,2.506043,1.852526,2.185977,2.066121,153.146,918.8778,adxrs645,NORMAL,0.9641
24.75,-1.443665,-2.519525,-1.777802,-1.443665,-2.500036,-1.777802,3.390417,1.841769,2.197621,2.04429,148.641,891.8454,adxrs645,NORMAL,0.9641
24.76,-1.124113,2.569764,-1.178749,-1.124113,2.584793,-1.178749,3.055198,1.843242,2.206656,2.033687,149.255,895.5325,adxrs645,NORMAL,0.9641
24.77,-2.625218,0.271448,0.060246,-2.625218,0.280846,0.060246,2.640885,1.856911,2.18739,1.992286,147.208,883.2454,adxrs645,NORMAL,0.9641
24.78,-1.015902,-0.332865,2.015537,-1.015902,-0.346055,2.015537,2.283463,1.853637,2.16733,2.001772,148.641,891.8477,adxrs645,NORMAL,0.9641
24.79,1.384767,1.206226,-2.443872,1.384767,1.183025,-2.443872,3.047891,1.855382,2.141963,2.016234,151.099,906.5942,adxrs645,NORMAL,0.9641
24.8,5.959752,2.170482,1.06749,5.959752,2.177554,1.06749,6.434277,1.948703,2.125321,2.017741,152.533,915.1967,adxrs645,NORMAL,0.9641
24.81,-2.403939,1.956765,-1.034673,-2.403939,1.959898,-1.034673,3.269659,1.958836,2.127632,2.015051,147.208,883.2484,adxrs645,NORMAL,0.9641
24.82,-0.401113,-3.47032,-2.563301,-0.401113,-3.499074,-2.563301,4.356022,1.95902,2.139271,2.030929,152.533,915.1984,adxrs645,NORMAL,0.9641
24.83,0.905481,2.077604,1.414143,0.905481,2.070341,1.414143,2.66571,1.961061,2.139962,2.028154,153.967,923.8011,adxrs645,NORMAL,0.9641
24.84,1.343781,-0.133727,-0.83975,1.343781,-0.143341,-0.83975,1.59106,1.962365,2.13841,2.029836,151.305,907.8272,adxrs645,NORMAL,0.9641
24.85,0.596504,1.696024,0.010039,0.596504,1.70729,0.010039,1.808524,1.959242,2.13297,1.971171,155.401,932.4047,adxrs645,NORMAL,0.9641
24.86,2.498926,-0.444075,-2.024078,2.498926,-0.39798,-2.024078,3.240357,1.960521,2.128741,1.981362,147.823,886.9387,adxrs645,NORMAL,0.9641
24.87,-0.021396,0.218814,-0.169377,-0.021396,0.252026,-0.169377,0.304407,1.947954,2.123503,1.976084,146.185,877.1087,adxrs645,NORMAL,0.9641
24.88,2.644353,1.662822,-2.954668,2.644353,1.641002,-2.954668,4.291335,1.958095,2.126636,1.971195,144.956,869.7364,adxrs645,NORMAL,0.9641
24.89,3.168261,-5.660657,4.441576,3.168261,-5.701383,4.441576,7.891213,1.977243,2.200934,2.005292,154.377,926.2643,adxrs645,NORMAL,0.9641
24.9,-0.593254,-0.391436,-0.123927,-0.593254,-0.390303,-0.123927,0.720863,1.973439,2.15323,2.001433,151.92,911.5189,adxrs645,NORMAL,0.9641
24.91,0.795415,-0.000543,-0.275449,0.795415,0.003611,-0.275449,0.841766,1.969939,2.141267,1.983719,150.077,900.46,adxrs645,NORMAL,0.9641
24.92,2.702828,1.167918,-1.979865,2.702828,1.185286,-1.979865,3.553878,1.986522,2.119833,1.9529,151.101,906.6052,adxrs645,NORMAL,0.9641
24.93,1.529458,1.082257,-1.125966,1.529458,1.061636,-1.125966,2.175802,1.930723,2.120499,1.956019,146.595,879.5709,adxrs645,NORMAL,0.9641
24.94,1.635748,-0.325384,-0.457751,1.635748,-0.351878,-0.457751,1.734654,1.931028,2.12038,1.94959,157.45,944.702,adxrs645,NORMAL,0.9641
24.95,-0.514006,-5.014063,-1.087634,-0.514006,-4.994748,-1.087634,5.137573,1.905753,2.165911,1.89143,150.487,902.9211,adxrs645,NORMAL,0.9641
24.96,1.472718,-0.04628,-2.653938,1.472718,-0.045029,-2.653938,3.035509,1.892574,2.164397,1.909803,150.487,902.9219,adxrs645,NORMAL,0.9641
24.97,1.992006,-0.616623,-2.522608,1.992006,-0.62155,-2.522608,3.27383,1.896694,2.162758,1.921915,152.126,912.7539,adxrs645,NORMAL,0.9641
24.98,4.555563,-2.174872,1.816209,4.555563,-2.168836,1.816209,5.362427,1.948025,2.172083,1.890939,151.716,910.297,adxrs645,NORMAL,0.9641
24.99,-1.588702,0.280495,-1.863084,-1.588702,0.301437,-1.863084,2.466966,1.94929,2.136688,1.892162,150.283,901.6956,adxrs645,NORMAL,0.9641
25.0,-2.559301,1.078407,0.83697,-2.559301,1.082205,0.83697,2.902018,1.965976,2.129168,1.893556,147.62,885.7207,adxrs645,NORMAL,1.0
25.01,2.363847,-0.071003,4.585309,2.363847,-0.105859,4.585309,5.159848,1.980096,2.129099,1.947805,151.512,909.0704,adxrs645,NORMAL,1.0
25.02,0.554174,1.17047,-2.80535,0.554174,1.143149,-2.80535,3.079592,1.935091,2.116282,1.967876,155.813,934.8781,adxrs645,NORMAL,1.0
25.03,-1.268181,1.073221,-0.173944,-1.268181,1.064766,-0.173944,1.665013,1.91717,2.116638,1.960017,154.175,925.0475,adxrs645,NORMAL,1.0
25.04,0.387598,-1.686201,0.251842,0.387598,-1.664372,0.251842,1.727365,1.914052,2.115099,1.94886,154.994,929.9638,adxrs645,NORMAL,1.0
25.05,0.24482,-2.437821,1.326987,0.24482,-2.393437,1.326987,2.747612,1.913921,2.12699,1.949105,148.44,890.639,adxrs645,NORMAL,1.0
25.06,-3.510981,0.380489,3.646309,-3.510981,0.395589,3.646309,5.077308,1.94014,2.127352,1.982448,147.211,883.2661,adxrs645,NORMAL,1.0
25.07,1.405486,1.392576,-1.853383,1.405486,1.385565,-1.853383,2.707436,1.937758,2.118399,1.990967,149.464,896.7848,adxrs645,NORMAL,1.0
25.08,3.653529,2.843246,-1.742212,3.653529,2.821869,-1.742212,4.934219,1.969864,2.124083,1.991216,150.284,901.701,adxrs645,NORMAL,1.0
25.09,-0.980505,2.591179,3.709494,-0.980505,2.604542,3.709494,4.637389,1.938123,2.130815,2.020017,153.561,921.3645,adxrs645,NORMAL,1.0
25.1,-2.611913,-2.07293,-0.296958,-2.611913,-2.071576,-0.296958,3.346894,1.955616,2.117031,2.005671,145.163,870.9788,adxrs645,NORMAL,1.0
25.11,-4.48392,0.039334,2.448894,-4.48392,0.02075,2.448894,5.109114,1.999855,2.096047,1.990471,154.585,927.5105,adxrs645,NORMAL,1.0
25.12,-2.971212,0.262514,-1.201529,-2.971212,0.281682,-1.201529,3.217316,2.019856,2.045191,1.961963,149.465,896.7876,adxrs645,NORMAL,1.0
25.13,3.387,-1.176798,3.137195,3.387,-1.157343,3.137195,4.759538,2.047939,2.043135,1.986481,148.441,890.6434,adxrs645,NORMAL,1.0
25.14,-1.23394,1.592731,0.52035,-1.23394,1.617794,0.52035,2.10015,2.051316,2.04781,1.957494,147.007,882.0414,adxrs645,NORMAL,1.0
25.15,-0.28558,-1.632713,0.667303,-0.28558,-1.645358,0.667303,1.798347,2.048766,2.041548,1.955321,144.754,868.5234,adxrs645,NORMAL,1.0
25.16,-0.909863,-1.424615,3.0417,-0.909863,-1.453969,3.0417,3.491965,2.040566,2.040978,1.977577,152.333,913.9952,adxrs645,NORMAL,1.0
25.17,1.130855,1.329355,-0.808797,1.130855,1.344664,-0.808797,1.934194,2.036106,2.045006,1.972459,150.08,900.4773,adxrs645,NORMAL,1.0
25.18,-0.384118,-0.513408,0.69653,-0.384118,-0.489268,0.69653,0.933854,2.032873,2.045455,1.973461,145.983,875.8987,adxrs645,NORMAL,1.0
25.19,1.325584,-0.062481,-1.637133,1.325584,-0.065487,-1.637133,2.107526,2.008109,2.037926,1.976247,146.188,877.1282,adxrs645,NORMAL,1.0
25.2,1.570898,0.068993,-2.975933,1.570898,0.02838,-2.975933,3.365219,1.982855,2.037601,1.998272,149.056,894.3342,adxrs645,NORMAL,1.0
25.21,-4.410314,0.615287,-1.713225,-4.410314,0.595462,-1.713225,4.768709,2.03103,2.012901,1.993004,154.996,929.9749,adxrs645,NORMAL,1.0
25.22,0.890338,-1.602002,0.275089,0.890338,-1.567853,0.275089,1.82388,2.032932,2.00619,1.989466,149.466,896.7933,adxrs645,NORMAL,1.0
25.23,-0.781576,3.618534,1.962845,-0.781576,3.635492,1.962845,4.20481,2.032759,2.004963,1.998188,145.369,872.2143,adxrs645,NORMAL,1.0
25.24,2.782817,0.04967,1.698572,2.782817,0.039828,1.698572,3.260491,2.051547,2.004869,1.986083,149.056,894.3365,adxrs645,NORMAL,1.0
25.25,0.189303,3.035437,-0.149877,0.189303,3.061221,-0.149877,3.070728,2.048239,2.023468,1.98613,149.261,895.566,adxrs645,NORMAL,1.0
25.26,-2.886532,-4.128178,3.445918,-2.886532,-4.119494,3.445918,6.097266,2.066445,2.026067,1.997377,142.297,853.781,adxrs645,NORMAL,1.0
25.27,0.988365,1.124178,3.07691,0.988365,1.096966,3.07691,3.412854,2.061093,2.021149,2.016642,149.876,899.2541,adxrs645,NORMAL,1.0
25.28,-3.411731,-0.740706,-0.487613,-3.411731,-0.761901,-0.487613,3.529613,2.085474,1.993901,2.011046,149.261,895.5677,adxrs645,NORMAL,1.0
25.29,1.533213,-1.430689,-2.481508,1.533213,-1.468401,-2.481508,3.265705,2.090509,1.99753,2.023298,151.924,911.5452,adxrs645,NORMAL,1.0
25.3,-2.500065,2.374209,-1.533755,-2.500065,2.351102,-1.533755,3.759044,2.099412,2.011029,2.026335,155.611,933.6678,adxrs645,NORMAL,1.0
25.31,-1.140242,1.310613,-1.443735,-1.140242,1.329605,-1.443735,2.269883,2.094076,2.015161,2.029092,153.358,920.1495,adxrs645,NORMAL,1.0
